university,ouac_code,program_name,status,admission_grade,admission_date,supplemental_required,supp_notes,comments
Guelph,GBI,Biomedical Engineering (Co-op),Offer,90.5,2/26/2026,,,Didn't do optional supp app; $1000 entrance scholarship; 70% conditional.
Guelph,GBI,Biomedical Engineering,Offer,87,2/26/2026,,"School band, tutoring, music council, part-time job",Rep at OUF said to aim for 95% average to get into bme so don't know how this happened ... shocked but happy
Guelph,GBI,Biomedical Engineering (Co-op),Offer,87.5,5/2/2026,,,
Guelph,GBI,Biomedical Engineering (Co-op),Offer,87.33,5/4/2026,,"President of a club, leadership exec role in 3+ other clubs, worked part-time, 100+ volunteer hours","shocked because i was told this program needed high 90s to get in, lowkey think my supp app boosted my chance."
Guelph,GBI,Biomedical Engineering (Co-op),Offer,83,5/4/2026,,,
Guelph,GBI,Biomedical Engineering (Co-op),Offer,95,5/19/2026,,,Applied after the OUAC Jan 10 deadline but still got accepted. I had physics & chem & calculus in second sem but they didn't seem to ask for proof of taking them (I sent it by email in case).
Guelph,GBJ,"Government, Economics and Management",Offer,90.6,2/3/2026,,,
Guelph,GBK,Commerce (Accounting),Offer,83,2/26/2026,,Still did the SPF form.,
Guelph,GBK,Commerce (Accounting Co-Op),Offer,89,5/4/2026,,,
Guelph,GBL,Computer Engineering (Co-op),Offer,93.6,12/15/2025,,,
Guelph,GBL,Computer Engineering,Offer,97,2/2/2026,,,
Guelph,GBL,Computer Engineering (Co-op),Offer,91,2/3/2026,,,Entrance Scholarship
Guelph,GBL,Computer Engineering,Offer,89,2/3/2026,,,
Guelph,GBL,Computer Engineering,Offer,86.33,2/26/2026,,,
Guelph,GBL,Computer Engineering (Co-op),Offer,88.7,5/4/2026,,,
Guelph,GBM,Biomedical Engineering (Co-op),Offer,98,12/15/2025,,,
Guelph,GBM,Biomedical Engineering (Co-op),Offer,96.5,12/15/2025,,,currently registered to write the AP Bio exam.
Guelph,GBM,Biological Engineering,Offer,99.33,2/3/2026,,,
Guelph,GBM,Biological Engineering,Offer,88,2/3/2026,,,
Guelph,GBM,Biomedical Engineering (Co-op),Offer,92,2/26/2026,,,
Guelph,GBN,Environmental Engineering,Offer,95,12/15/2025,,,IBDP candidate
Guelph,GBN,Environmental Engineering,Offer,94,1/8/2026,,,
Guelph,GBN,Environmental Engineering (Co-op),Offer,90,2/3/2026,,,
Guelph,GBR,Water Resources Engineering (Co-op admission only),Offer,85,2/3/2026,,,
Guelph,GBS,Software Engineering,Offer,99.2,11/17/2025,,,
Guelph,GBS,Software Engineering,Offer,93.6,11/17/2025,,,
Guelph,GBS,Software Engineering,Offer,93.17,12/12/2025,,,
Guelph,GBS,Software Engineering,Offer,93.5,12/15/2025,,,
Guelph,GBS,Software Engineering,Offer,90.2,2/3/2026,,,
Guelph,GBU,Undeclared,Offer,92,12/12/2025,,,
Guelph,GBU,Undeclared (First year only),Offer,95.83,12/15/2025,,didnt do the optional supplement,scholarship
Guelph,GBU,Commerce,Offer,89.5,2/3/2026,,,
Guelph,GBX,Sport and Event Management,Offer,90,2/3/2026,,,
Guelph,GBX,Sport and Event Management (Commerce),Offer,83.5,5/4/2026,,,Alternate offer (No co-op)
Guelph,GCJ,Criminal Justice and Public Policy,Offer,96.33,11/17/2025,,,
Guelph,GCJ,Criminal Justice and Public Policy,Offer,93.67,12/15/2025,,,
Guelph,GCJ,Criminal Justice and Public Policy,Offer,95,2/3/2026,,,$2000 scholarship
Guelph,GCJ,Criminal Justice and Public Policy,Offer,92,2/26/2026,,Didn't do the SPF,$1K Scholarship
Guelph,GCJ,Criminal Justice and Public Policy,Offer,91.67,2/26/2026,,,
Guelph,GCJ,Criminal Justice and Public Policy,Offer,87.33,3/4/2026,,,
Guelph,GCJ,Criminal Justice and Public Policy - coop,Offer,92.2,3/5/2026,,,
Guelph,GCJ,Criminal Justice and Public Policy - coop,Offer,91.67,3/5/2026,,,
Guelph,GCT,Computer Science,Offer,96,11/17/2025,,,$1000 Entrance Scholarship
Guelph,GCT,Computer Science,Offer,90.54,11/17/2025,,,
Guelph,GCT,Computer Science,Offer,93.17,12/12/2025,,,
Guelph,GCT,Computer Science (Co-op option),Offer,87.67,1/8/2026,,,
Guelph,GCT,Computer Science,Offer,93.5,2/3/2026,,,"IB French SL in Gr 11, also in Gr 12 but in 2nd sem so they didn't see that mark"
Guelph,GCT,Computer Science,Offer,81,2/26/2026,,,
Guelph,GEA,Environmental Sciences,Offer,95,12/15/2025,,,IBDP candidate
Guelph,GEA,Environmental Sciences (co-op),Offer,87.17,3/5/2026,,,
Guelph,GEK,Engineering Systems and Computing (Co-op admission only),Offer,93,11/18/2025,,,
Guelph,GEK,Engineering Systems and Computing (Co-op admission only),Offer,93.16,12/15/2025,,,
Guelph,GEK,Engineering Systems and Computing (Co-op admission only),Offer,91.3,2/3/2026,,,
Guelph,GEK,Engineering Systems and Computing (Co-op admission only),Offer,88.7,2/3/2026,,,
Guelph,GEK,Engineering Systems and Computing (Co-op admission only),Offer,88,2/3/2026,,,Did not do optional sup app
Guelph,GEK,Engineering Systems and Computing (Co-op admission only),Offer,82,5/4/2026,,,
Guelph,GEK,Engineering Systems and Computing (Co-op admission only),Offer,80,5/4/2026,,,got in with a 80 percent you got this
Guelph,GHG,Bio Resource Management Equine,Offer,94,2/3/2026,,,
Guelph,GHR,B. Comm Real Estate Co-op,Offer,92.3,11/17/2025,,,
Guelph,GHR,Real Estate,Offer,87.2,3/10/2026,,,
Guelph,GHT,Commerce (Hospitality and Tourism),Offer,83,11/17/2025,,,
Guelph,GK,"Arts, Culture and Technology Studies Coop",Offer,92,11/14/2025,,,
Guelph,GK,Economics,Offer,92,11/14/2025,,,
Guelph,GK,Arts (Philosophy),Offer,95.83,12/12/2025,,,$2000 scholarship
Guelph,GK,Quantitative Economics and Finance,Offer,92.67,12/15/2025,,,
Guelph,GK,Studio Art,Offer,92,12/15/2025,,,
Guelph,GK,Arts,Offer,86.7,12/16/2025,,,
Guelph,GK,Economics,Offer,86,2/4/2026,,,
Guelph,GK,Justice & Legal Studies,Offer,92,2/26/2026,,,$1K Scholarship
Guelph,GK,Political Science,Offer,86.33,2/26/2026,,,
Guelph,GK,Political Science,Offer,85.7,2/26/2026,,,
Guelph,GK,History,Offer,85.33,2/26/2026,,strong,
Guelph,GK,Political Science,Deferred,83,3/5/2026,,,"applied for co op, but got alternative for regular program"
Guelph,GK,Justice & Legal Studies,Offer,85.67,3/5/2026,,,
Guelph,GK,Arts,Offer,79.33,3/5/2026,,,
Guelph,GK,Economics Co-op,Offer,85.2,3/18/2026,,,
Guelph,GL,Landscape Architecture,Offer,90.33,5/7/2026,,,IBDP
Guelph,GMB,Biological Engineering,Offer,94.3,12/15/2025,,,2000 entrance
Guelph,GME,Mechanical Engineering (Co-op),Offer,97.33,11/17/2025,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,95,12/15/2025,,didn't do it,"This was offer 2/6 that I got. I got this one @ 4:19 PM sem 1 midterms (top 6): GRADE 11 ANTHRO [100], comp sci [97], english (online summer school) [93], leadership [87], physics [97], adv func [96] (entrance scholarship of $2,000)"
Guelph,GME,Mechanical Engineering (Co-op),Offer,97.42,2/3/2026,,,$6000 entrance scholarship and guaranteed residency
Guelph,GME,Mechanical Engineering (Co-op),Offer,95.5,2/3/2026,,,+3k Entrance Scholarship
Guelph,GME,Mechanical Engineering (Co-op),Offer,95,2/3/2026,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,94.67,2/3/2026,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,94.5,2/3/2026,,Didn’t fill out SPF,
Guelph,GME,Mechanical Engineering (Co-op),Offer,94.4,2/3/2026,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,92.83,2/3/2026,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,94,2/26/2026,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,93,2/26/2026,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,92,2/26/2026,,"First Robotics 5 yrs, EV car club, Track & Field, Hockey, XC","$1000 entrance scholarship, did 3 SHSM programs, FI & DELF exam"
Guelph,GME,Mechanical Engineering (Co-op),Offer,91,2/26/2026,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,90.5,4/14/2026,,didn't fill out spf,
Guelph,GME,Mechanical Engineering (Co-op),Offer,92.17,5/4/2026,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,88.8,5/11/2026,,,
Guelph,GME,Mechanical Engineering (Co-op),Offer,88.88,5/14/2026,,"aerospace intern 1 yr, financial literacy club vp",i had a 65 in chem but its chill also took a lot of elearn
Guelph,GMH,Mathematics,Offer,92.5,1/6/2026,,,
Guelph,GMH,Mathematics,Offer,79.5,2/3/2026,,,
Guelph,GMR,Mechatronics Engineering,Offer,96,11/17/2025,,,
Guelph,GMR,Mechatronics Engineering,Offer,97,12/15/2025,,Didn't do spf,
Guelph,GMR,Mechatronics Engineering Co-op,Offer,92.5,2/26/2026,,"International Competitor (swimming), leadership position for school and swim",$1000 entrance scholarship + $3000 AFA scholarship
Guelph,GMR,Mechatronics Engineering,Offer,92.5,2/26/2026,,,lowk had a friend get in with a high 80 into comp eng so jus have a 87+ for a guarantee. do the spf if ur not sure u'll get in
Guelph,GMR,Mechatronics Engineering,Offer,92,2/26/2026,,,no scholarship :(
Guelph,GMR,Mechatronics Engineering Co-op,Offer,92,2/26/2026,,"First Robotics, EV car club, Skills competition, hockey. XC, Track and Field",$1000 scholarship
Guelph,GMR,Mechatronics Engineering,Offer,91.6,2/26/2026,,,
Guelph,GMR,Mechatronics Engineering Co-op,Offer,91.5,2/26/2026,,,
Guelph,GMR,Mechatronics Engineering Co-op,Offer,90,2/26/2026,,didn’t complete spf,surprised bc i only did chem and adv func as gr 12 courses so far and my gr 11 marks weren’t the best
Guelph,GMR,Mechatronics Engineering,Offer,90,2/26/2026,,,
Guelph,GOH,Bachelor of One Health (Co-op),Offer,96,11/17/2025,,,$2000 entry scholarship
Guelph,GOH,Bachelor of One Health (Co-op),Deferred,83.5,5/4/2026,,,Alternative Offer - Bachelor of one health (No co-op)
Guelph,GPA,Agriculture,Offer,79,2/3/2026,,,
Guelph,GPS,"Arts, Psychology Coop",Offer,96.7,11/17/2025,,,
Guelph,GPS,"Arts, Psychology Coop",Offer,96,12/15/2025,,,"$2,000 scholarship"
Guelph,GPS,"Arts, Psychology",Offer,93.67,12/15/2025,,,
Guelph,GPS,"Arts, Psychology",Offer,95,2/3/2026,,,$2000 scholarship
Guelph,GPS,"Arts, Psychology",Offer,94,2/3/2026,,,
Guelph,GPS,"Arts, Psychology Coop",Offer,93.8,2/3/2026,,,$1000 scholorship
Guelph,GPS,"Arts, Psychology",Offer,90.5,2/3/2026,,,
Guelph,GPS,"Arts, Psychology Coop",Offer,91.83,2/26/2026,,,
Guelph,GPS,"Arts, Psychology Coop",Offer,91.17,2/26/2026,,,$1000 scholarship
Guelph,GPS,"Arts, Psychology Coop",Offer,88.3,3/5/2026,,,
Guelph,GPS,"Arts, Psychology Coop",Offer,88,3/5/2026,,"Two leadership positions, two TVRA sports, a couple of event planning clubs, an IMPACT award.",
Guelph,GPS,"Arts, Psychology",Offer,82.75,3/5/2026,,,
Guelph,GQT,Hospitality and Tourism management (co-op option),Offer,86,11/17/2025,,,
Guelph,GS,Applied Human Nutrition,Offer,90.8,12/16/2025,,,
Guelph,GS,Applied Human Nutrition,Offer,90,2/3/2026,,,Wishing you all the best!
Guelph,GS,Applied Human Nutrition,Offer,81.83,3/5/2026,,,grade 12 average (4 courses): 91.5. average with grade 11 chem and adv functions: 81.83
Guelph,GS,Applied Human Nutrition,Offer,83,3/31/2026,,,
Guelph,GZ,"Science, Biological & Medical Physics",Offer,96.33,11/17/2025,,,$2000 entry scholarship
Guelph,GZ,"Science, Biological & Medical Physics",Offer,95.6,11/17/2025,,,
Guelph,GZ,"Science, Biochemistry Co-op",Offer,95,11/17/2025,,,$2000 additional scholarship
Guelph,GZ,"Science, Biological & Medical Physics",Offer,93.8,11/17/2025,,,
Guelph,GZ,"Science, Neuroscience Co-op",Offer,93.7,11/17/2025,,,$1000 Entrance Scholarship
Guelph,GZ,"Science, Microbiology & Immunology (co-op)",Offer,92,11/17/2025,,,$1000 entrance scholarship
Guelph,GZ,"Science, Food Science Co-op",Offer,91.83,11/17/2025,,,
Guelph,GZ,"Science, Biological & Medical Physics",Offer,91,11/17/2025,,,
Guelph,GZ,"Science, Plant Sciences",Offer,90.17,11/17/2025,,,
Guelph,GZ,"Science, Biological & Medical Physics",Offer,89.17,11/17/2025,,,
Guelph,GZ,"Science, Neuroscience",Offer,95.17,12/15/2025,,,
Guelph,GZ,"Science, Neuroscience Co-op",Offer,94.5,12/15/2025,,,
Guelph,GZ,"Science, Biological & Medical Physics",Offer,88,12/15/2025,,,
Guelph,GZ,Health Sciences,Offer,93.4,2/2/2026,,,
Guelph,GZ,"Science, Physics (Co-op)",Offer,95.67,2/3/2026,,,2k scholarship
Guelph,GZ,"Science, Neuroscience Co-op",Offer,94.8,2/3/2026,,,
Guelph,GZ,"Science, Biological & Pharmaceutical Chemistry (coop)",Offer,94.67,2/3/2026,,,
Guelph,GZ,Science,Offer,94.33,2/3/2026,,,
Guelph,GZ,"Science, Biochemistry",Offer,93.5,2/3/2026,,,$1000 scholarship
Guelph,GZ,Science,Offer,92.83,2/3/2026,,,
Guelph,GZ,"Science, Biochemistry",Offer,91.2,2/3/2026,,,1k scholarship
Guelph,GZ,"Science, Biochemistry Honours Co-op",Offer,89.5,2/3/2026,,,
Guelph,GZ,"Science, Food Science",Offer,88,2/3/2026,,,Offer comes with co-op
Guelph,GZ,"Science, Biological & Pharmaceutical Chemistry",Offer,87,2/3/2026,,,
Guelph,GZ,"Science, Biomedical and Toxicology",Offer,85,2/3/2026,,,
Guelph,GZ,"Science, Biochemistry",Offer,91.1,2/5/2026,,,2k entrance scholarship
Guelph,GZ,"Science, Biological Science",Deferred,94.17,2/26/2026,,,Applied for Biomed sci and got deferred
Guelph,GZ,"Science, Biological Science",Offer,90.67,2/26/2026,,,
Guelph,GZ,"Science, Wildlife Biology & Conservation",Offer,89.66,2/26/2026,,,
Guelph,GZ,"Science, Biomedical Toxicology (co-op)",Offer,85,2/26/2026,,,
Guelph,GZ,"Science, Wildlife Biology & Conservation",Offer,91.83,3/4/2026,,,"Also received alternate offer to non-coop degree as well (and animal bio). AP Bio, Calc and English."
Guelph,GZ,"Science, Biochemistry",Offer,86.83,3/4/2026,,,
Guelph,GZ,"Science, Biological & Pharmaceutical Chemistry",Offer,84.5,3/4/2026,,,
Guelph,GZ,"Science, Molecular Biology and Genetics",Deferred,82.17,3/5/2026,,,"I did physics in summer, and AP Seminar in grade 11 (HSE4MA) which gave me six 4U/M courses before second semester midterm. I also took AP Research (HRE4MA) and AP Biology (no exam or anything). I was also deferred from MBG co-op but got in MFB co-op."
Guelph,GZ,"Science, Biological Science",Offer,88.67,3/5/2026,,,"It is a alternate Offer I got, I choose Biomedical science program (GZB)"
Guelph,GZ,"Science, Biological Science",Offer,88.5,3/5/2026,,,Alternative offer for Biomedical sciences
Guelph,GZ,"Science, Biochemistry Co-op",Offer,88,3/5/2026,,,
Guelph,GZ,"Science, Molecular Biology and Genetics",Offer,88,3/5/2026,,,"Applied to coop, got an alternate offer to just regular"
Guelph,GZ,"Science, Biological Science",Offer,88,3/5/2026,,,
Guelph,GZ,"Science, Molecular Biology and Genetics",Offer,88,3/5/2026,,,I sucked a chem so just really try in bio and functions
Guelph,GZ,"Science, Biochemistry Co-op",Offer,87.83,3/5/2026,,,
Guelph,GZ,"Science, Biochemistry",Offer,86,3/5/2026,,,
Guelph,GZ,Science,Offer,85.17,3/5/2026,,,
Guelph,GZ,"Science, Biochemistry",Offer,83,3/5/2026,,,
Guelph,GZ,"Science, Marine and Freshwater Biology",Offer,82.17,3/5/2026,,,"I did physics in summer, and AP Seminar in grade 11 (HSE4MA) which gave me six 4U/M courses before second semester midterm. I also took AP Research (HRE4MA) and AP Biology (no exam or anything)."
Guelph,GZ,"Science, Microbiology & Immunology",Offer,86.93,3/17/2026,,,"Alternate offer (no-coop), 70% conditional offer, honours major program"
Guelph,GZ,"Science, Human Health & Nutritional Sciences",Offer,90,3/18/2026,,,
Guelph,GZ,"Science, Microbiology & Immunology",Offer,87,3/18/2026,,,
Guelph,GZ,"Science, Human Health & Nutritional Sciences",Offer,93.8,3/19/2026,,,
Guelph,GZ,"Science, Neuroscience Co-op",Offer,86,3/31/2026,,"Mentioned Harvard course, volunteering with kids in a swimming pool etc.","AP Advanced functions, AP Chem, AP Bio, AP Calc. For my supp app I answered the questions directly, but i also connected it back to how i grew from it!"
Guelph,GZ,"Science, Biological Science",Offer,86,5/2/2026,,,
Guelph,GZ,"Science, Neuroscience",Offer,92.8,5/4/2026,,,
Guelph,GZ,"Science, Biological Science",Offer,90.67,5/4/2026,,"Club roles as exec and president, worked part-time, 100+ volunteer hours","Alternate offer, first choice is biomedical science"
Guelph,GZ,"Science, Neuroscience",Offer,90.6,5/4/2026,,,
Guelph,GZ,"Science, Neuroscience",Offer,90,5/4/2026,,,
Guelph,GZ,"Science, Biological Science",Offer,90,5/4/2026,,,
Guelph,GZ,"Science, Zoology",Offer,90,5/4/2026,,,Didn’t do spf
Guelph,GZ,"Science, Zoology",Offer,90,5/4/2026,,,Didn’t do spf
Guelph,GZ,"Science, Neuroscience",Offer,90,5/4/2026,,,
Guelph,GZ,"Science, Biological Science",Offer,89,5/4/2026,,,
Guelph,GZ,"Science, Biological Science",Offer,88.17,5/4/2026,,Strong  ECs,
Guelph,GZ,"Science, Biological Science",Offer,85.3,5/4/2026,,,
Guelph,GZ,"Science, Biological Science",Offer,85.16,5/4/2026,,"AAA baseball, Varsity baseball, Varsity Swim, Lifeguard & Instructor",
Guelph,GZ,"Science, Biological Science",Offer,85,5/4/2026,,,
Guelph,GZ,"Science, Biological Science",Offer,85,5/4/2026,,,
Guelph,GZ,"Science, Biological Science",Offer,83.5,5/4/2026,,,
Guelph,GZ,"Science, Zoology",Rejected,83.5,5/25/2026,,I had extenuating circumstances and I thought my SPF was quite good too,I have no idea why I was rejected even though i got into marine and freshwater bio with co op in march which is super similar
Guelph,GZA,Animal Biology,Offer,96.17,10/15/2025,,,
Guelph,GZA,Animal Biology,Offer,98.5,11/17/2025,,,$2000 entrance scholarship
Guelph,GZA,Animal Biology,Offer,94,2/3/2026,,,$1000 scholarship
Guelph,GZA,Animal Biology,Offer,93.83,2/3/2026,,,$1000 scholarship
Guelph,GZA,Animal Biology,Offer,92.8,2/3/2026,,,
Guelph,GZA,Animal Biology,Offer,92,3/5/2026,,"Volunteer at Veterinary Clinic, CO-OP At Veterinary Clinic",
Guelph,GZA,Animal Biology,Rejected,87.35,5/25/2026,,,kinda knew i wouldnt get in
Guelph,GZB,Bio-Medical Science,Offer,94.6,11/7/2025,,,
Guelph,GZB,Bio-Medical Science,Offer,98.5,11/17/2025,,,$2000 entrance scholarship
Guelph,GZB,Bio-Medical Science,Offer,97.67,11/17/2025,,,This was based off my grade 11 marks. My nondisclosure date for Sem 1 hadn’t passed yet
Guelph,GZB,Bio-Medical Science,Offer,97.5,11/17/2025,,,
Guelph,GZB,Bio-Medical Science,Offer,97.1,11/17/2025,,,
Guelph,GZB,Bio-Medical Science,Offer,96.5,11/17/2025,,,
Guelph,GZB,Bio-Medical Science,Offer,95.67,11/17/2025,,,All IB courses
Guelph,GZB,Bio-Medical Science,Offer,95.67,11/17/2025,,,
Guelph,GZB,Bio-Medical Science,Offer,95,11/17/2025,,,Received entrance scholarship of $2000
Guelph,GZB,Bio-Medical Science,Offer,95,11/17/2025,,,$2000 entrance scholarship
Guelph,GZB,Bio-Medical Science,Offer,98.67,12/15/2025,,,entrance scholarship of $2000!
Guelph,GZB,Bio-Medical Science,Offer,96.75,12/15/2025,,,
Guelph,GZB,Bio-Medical Science,Offer,94.75,12/15/2025,,,
Guelph,GZB,Bio-Medical Science,Offer,94,12/15/2025,,,
Guelph,GZB,Bio-Medical Science,Offer,95,1/8/2026,,I didn't do the supp app,2k scholarship
Guelph,GZB,Bio-Medical Science,Offer,94,1/8/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,90,2/2/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,94.8,2/3/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,94.33,2/3/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,94,2/3/2026,,,$1000 scholarship
Guelph,GZB,Bio-Medical Science,Offer,94.17,2/26/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,93.8,2/26/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,93.5,2/27/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,93.2,2/27/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,93.66,3/1/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,92,3/4/2026,,,
Guelph,GZB,Bio-Medical Science,Deferred,87.67,3/5/2026,,,Deferred to Biological Science
Guelph,GZB,Bio-Medical Science,Offer,91.5,3/5/2026,,,
Guelph,GZB,Bio-Medical Science,Offer,91.5,3/5/2026,,,average was a 91.5 when I got accepted but has improved since
Guelph,GZB,Bio-Medical Science,Offer,86,3/31/2026,,"I mentioned my harvard certificate, volunteering with kids and how it shaped me, and when they asked about academic strengths, i didn't say ""smart"" or stuff like that, I talked about how the difficult part was balancing heavy AP science and math courses.","At first i got deferred in February, but I guess my supp app helped a lot? BE YOURSELF and show your thinking"
